iter	Passed	Remaining
211	6375	23696
212	6399	23643
213	6425	23601
214	6462	23597
215	6472	23493
216	6478	23377
217	6512	23361
218	6547	23348
219	6587	23357
220	6622	23344
221	6628	23230
222	6663	23217
223	6702	23217
224	6712	23119
225	6741	23089
226	6778	23081
227	6784	22970
228	6801	22899
229	6824	22846
230	6863	22848
231	6901	22845
232	6907	22737
233	6913	22631
234	6946	22613
235	6983	22606
236	6989	22502
237	7028	22503
238	7062	22487
239	7078	22416
240	7118	22419
241	7157	22418
242	7197	22421
243	7237	22424
244	7243	22322
245	7268	22278
246	7298	22249
247	7334	22240
248	7371	22231
249	7394	22184
250	7407	22104
251	7413	22005
252	7455	22011
253	7471	21945
254	7509	21940
255	7547	21935
256	7559	21855
257	7566	21760
258	7600	21746
259	7638	21740
260	7675	21731
261	7714	21731
262	7737	21682
263	7755	21621
264	7788	21600
265	7824	21590
266	7858	21573
267	7897	21572
268	7914	21507
269	7933	21450
270	7973	21448
271	8003	21420
272	8033	21394
273	8051	21334
274	8096	21346
275	8142	21359
276	8180	21351
277	8211	21327
278	8244	21306
279	8283	21301
280	8323	21297
281	8360	21287
282	8403	21290
283	8412	21209
284	8450	21199
285	8483	21179
286	8520	21166
287	8566	21178
288	8579	21107
289	8590	21030
290	8596	20945
291	8631	20927
292	8637	20842
293	8677	20838
294	8697	20784
295	8736	20777
296	8766	20750
297	8787	20699
298	8824	20688
299	8861	20676
300	8878	20618
301	8917	20609
302	8954	20597
303	8988	20579
304	9021	20557
305	9034	20489
306	9058	20448
307	9103	20452
308	9134	20428
309	9159	20388
310	9186	20352
311	9192	20270
312	9215	20227
313	9240	20186
314	9264	20146
315	9293	20116
316	9330	20103
317	9348	20049
318	9386	20038
319	9392	19958
320	9429	19946
321	9469	19938
322	9479	19868
323	9493	19806
324	9534	19801
325	9571	19788
326	9600	19757
327	9606	19680
328	9643	19667
329	9667	19628
330	9704	19613
331	9736	19589
332	9746	19521
333	9775	19493
334	9811	19477
335	9823	19412
336	9860	19398
337	9898	19386
338	9938	19378
339	9944	19304
340	9950	19230
341	9971	19185
342	9981	19119
343	10018	19105
344	10057	19094
345	10078	19050
346	10112	19029
347	10145	19008
348	10185	18998
349	10220	18981
350	10226	18909
351	10256	18880
352	10279	18840
353	10291	18779
354	10315	18742
355	10350	18724
356	10387	18709
357	10411	18670
358	10435	18633
359	10470	18613
360	10506	18598
361	10536	18570
362	10564	18539
363	10576	18480
364	10616	18469
365	10622	18400
366	10645	18361
367	10676	18335
368	10706	18308
369	10744	18295
370	10751	18227
371	10768	18178
372	10784	18128
373	10822	18114
374	10832	18053
375	10867	18035
376	10890	17996
377	10925	17977
378	10961	17959
379	10971	17900
380	11009	17886
381	11047	17872
382	11082	17853
383	11116	17832
384	11157	17822
385	11199	17814
386	11210	17756
387	11246	17739
388	11283	17722
389	11304	17681
390	11315	17624
391	11333	17578
392	11362	17549
393	11368	17486
394	11381	17432
395	11394	17379
396	11432	17365
397	11451	17321
398	11489	17306
399	11515	17273
400	11555	17261
401	11593	17245
402	11618	17211
403	11657	17197
404	11681	17161
405	11713	17138
406	11756	17129
407	11793	17111
408	11830	17095
409	11859	17065
410	11890	17040
411	11900	16983
412	11935	16964
413	11961	16930
414	11996	16910
415	12038	16900
416	12063	16865
417	12096	16842
418	12121	16808
419	12149	16778
420	12171	16738
421	12177	16678
422	12204	16647
423	12231	16615
424	12258	16584
425	12263	16524
426	12277	16475
427	12300	16439
428	12329	16410
429	12336	16352
430	12365	16324
431	12398	16301
432	12433	16281
433	12471	16264
434	12489	16222
435	12503	16174
436	12538	16154
437	12556	16111
438	12586	16083
439	12612	16051
440	12640	16022
441	12677	16005
442	12716	15989
443	12754	15971
444	12790	15952
445	12801	15901
446	12839	15884
447	12858	15843
448	12872	15796
449	12901	15768
450	12923	15732
451	12947	15697
452	12962	15652
453	12986	15618
454	13018	15593
455	13049	15567
456	13066	15524
457	13084	15484
458	13102	15443
459	13118	15400
460	13134	15357
461	13163	15328
462	13180	15287
463	13205	15254
464	13222	15213
465	13246	15179
466	13271	15146
467	13293	15111
468	13307	15066
469	13322	15022
470	13340	14983
471	13358	14943
472	13391	14919
473	13407	14878
474	13419	14832
475	13449	14806
476	13469	14768
477	13498	14740
478	13516	14701
479	13541	14669
480	13566	14638
481	13589	14604
482	13608	14566
483	13625	14526
484	13642	14486
485	13654	14441
486	13671	14401
487	13698	14372
488	13714	14332
489	13736	14297
490	13755	14260
491	13773	14220
492	13789	14181
493	13807	14142
494	13822	14101
495	13851	14074
496	13868	14035
497	13879	13990
498	13904	13960
499	13922	13922
500	13940	13884
501	13963	13852
502	13975	13808
503	13998	13775
504	14016	13738
505	14033	13701
506	14065	13677
507	14082	13638
508	14100	13601
509	14118	13565
510	14135	13527
511	14152	13488
512	14170	13451
513	14188	13415
514	14206	13378
515	14223	13341
516	14241	13304
517	14256	13265
518	14270	13225
519	14288	13189
520	14305	13152
521	14322	13115
522	14340	13078
523	14359	13044
524	14376	13007
525	14393	12970
526	14411	12934
527	14429	12899
528	14447	12863
529	14465	12828
530	14483	12792
531	14501	12756
532	14517	12719
533	14534	12683
534	14552	12648
535	14570	12613
536	14597	12586
537	14616	12551
538	14641	12522
539	14657	12485
540	14675	12451
541	14692	12415
542	14710	12380
543	14727	12345
544	14750	12314
545	14765	12277
546	14783	12242
547	14799	12206
548	14816	12171
549	14833	12136
550	14851	12102
551	14870	12068
552	14888	12034
553	14906	12000
554	14923	11965
555	14937	11928
556	14950	11890
557	14968	11856
558	14984	11821
559	15000	11786
560	15019	11752
561	15041	11723
562	15059	11688
563	15077	11655
564	15094	11621
565	15109	11586
566	15126	11551
567	15142	11517
568	15159	11483
569	15175	11448
570	15192	11414
571	15210	11381
572	15227	11347
573	15245	11314
574	15259	11278
575	15275	11244
576	15291	11210
577	15309	11177
578	15326	11144
579	15344	11111
580	15359	11077
581	15385	11049
582	15398	11013
583	15416	10981
584	15434	10948
585	15451	10916
586	15467	10882
587	15483	10848
588	15501	10816
589	15518	10783
590	15536	10751
591	15554	10720
592	15569	10685
593	15587	10654
594	15603	10621
595	15623	10590
596	15637	10556
597	15651	10521
598	15665	10487
599	15679	10453
600	15693	10418
601	15711	10387
602	15728	10355
603	15741	10320
604	15755	10286
605	15768	10252
606	15782	10218
607	15798	10185
608	15812	10152
609	15830	10120
610	15844	10087
611	15861	10056
612	15880	10025
613	15901	9996
614	15919	9965
615	15937	9935
616	15956	9904
617	15973	9873
618	15991	9842
619	16005	9809
620	16019	9776
621	16037	9746
622	16051	9713
623	16066	9680
624	16084	9650
625	16098	9617
626	16112	9585
627	16130	9554
628	16148	9524
629	16161	9491
630	16179	9461
631	16197	9431
632	16211	9398
633	16224	9366
634	16238	9334
635	16252	9301
636	16266	9269
637	16285	9240
638	16299	9208
639	16313	9176
640	16330	9146
641	16344	9114
642	16358	9082
643	16372	9050
644	16386	9018
645	16405	8989
646	16418	8957
647	16436	8928
648	16454	8898
649	16467	8867
650	16485	8837
651	16503	8808
652	16517	8777
653	16532	8746
654	16549	8716
655	16563	8685
656	16581	8656
657	16595	8625
658	16614	8597
659	16628	8566
660	16645	8536
661	16659	8505
662	16673	8475
663	16690	8445
664	16704	8415
665	16718	8384
666	16732	8353
667	16750	8325
668	16764	8294
669	16778	8264
670	16793	8233
671	16807	8203
672	16821	8173
673	16834	8142
674	16848	8112
675	16866	8083
676	16879	8053
677	16893	8023
678	16909	7994
679	16922	7963
680	16936	7933
681	16949	7903
682	16963	7873
683	16977	7843
684	16995	7815
685	17010	7786
686	17028	7758
687	17042	7728
688	17056	7699
689	17071	7669
690	17085	7640
691	17100	7611
692	17114	7581
693	17129	7552
694	17143	7523
695	17158	7494
696	17172	7465
697	17187	7436
698	17201	7407
699	17215	7378
700	17232	7350
701	17245	7320
702	17259	7291
703	17273	7262
704	17288	7234
705	17302	7205
706	17317	7176
707	17331	7147
708	17344	7118
709	17358	7089
710	17375	7062
711	17389	7034
712	17403	7005
713	17419	6977
714	17434	6949
715	17447	6920
716	17461	6892
717	17475	6863
718	17488	6834
719	17502	6806
720	17517	6778
721	17531	6750
722	17544	6721
723	17558	6693
724	17572	6665
725	17586	6637
726	17600	6609
727	17621	6583
728	17635	6555
729	17648	6527
730	17662	6499
731	17676	6471
732	17689	6443
733	17703	6415
734	17717	6388
735	17732	6360
736	17746	6332
737	17760	6305
738	17774	6277
739	17788	6250
740	17802	6222
741	17823	6197
742	17838	6170
743	17852	6142
744	17866	6115
745	17880	6087
746	17898	6061
747	17915	6035
748	17931	6009
749	17947	5982
750	17962	5955
751	17978	5929
752	17994	5902
753	18010	5876
754	18025	5849
755	18040	5822
756	18055	5795
757	18068	5768
758	18082	5741
759	18097	5714
760	18111	5688
761	18125	5661
762	18139	5634
763	18153	5607
764	18167	5581
765	18183	5554
766	18197	5528
767	18211	5501
768	18225	5474
769	18239	5448
770	18253	5421
771	18266	5394
772	18279	5368
773	18293	5341
774	18307	5314
775	18320	5288
776	18338	5263
777	18351	5236
778	18365	5210
779	18380	5184
780	18394	5157
781	18408	5131
782	18423	5105
783	18439	5080
784	18453	5054
785	18467	5028
786	18481	5001
787	18495	4975
788	18508	4949
789	18522	4923
790	18537	4897
791	18551	4872
792	18565	4846
793	18579	4820
794	18593	4794
795	18607	4768
796	18622	4743
797	18636	4717
798	18650	4691
799	18664	4666
800	18678	4640
801	18694	4615
802	18708	4589
803	18722	4564
804	18736	4538
805	18750	4513
806	18765	4487
807	18779	4462
808	18792	4436
809	18805	4411
810	18819	4385
811	18834	4360
812	18847	4335
813	18860	4309
814	18874	4284
815	18888	4259
816	18901	4233
817	18915	4208
818	18929	4183
819	18948	4159
820	18962	4134
821	18976	4109
822	18989	4084
823	19004	4059
824	19017	4034
825	19031	4009
826	19045	3984
827	19060	3959
828	19073	3934
829	19087	3909
830	19101	3884
831	19115	3859
832	19129	3835
833	19143	3810
834	19157	3785
835	19170	3760
836	19184	3736
837	19204	3712
838	19220	3688
839	19233	3663
840	19248	3639
841	19263	3614
842	19279	3590
843	19294	3566
844	19309	3542
845	19323	3517
846	19337	3493
847	19350	3468
848	19364	3444
849	19379	3419
850	19392	3395
851	19405	3370
852	19419	3346
853	19434	3322
854	19448	3298
855	19463	3274
856	19477	3249
857	19491	3225
858	19504	3201
859	19518	3177
860	19532	3153
861	19547	3129
862	19561	3105
863	19581	3082
864	19597	3058
865	19611	3034
866	19625	3010
867	19639	2986
868	19653	2962
869	19667	2938
870	19681	2914
871	19694	2890
872	19708	2867
873	19723	2843
874	19736	2819
875	19750	2795
876	19764	2772
877	19778	2748
878	19791	2724
879	19806	2700
880	19823	2677
881	19839	2654
882	19853	2630
883	19867	2607
884	19881	2583
885	19894	2559
886	19908	2536
887	19922	2512
888	19935	2489
889	19949	2465
890	19963	2442
891	19977	2418
892	19991	2395
893	20004	2371
894	20018	2348
895	20031	2325
896	20044	2301
897	20059	2278
898	20073	2255
899	20086	2231
900	20100	2208
901	20114	2185
902	20128	2162
903	20143	2139
904	20157	2115
905	20170	2092
906	20184	2069
907	20198	2046
908	20212	2023
909	20227	2000
910	20241	1977
911	20255	1954
912	20269	1931
913	20282	1908
914	20296	1885
915	20315	1862
916	20329	1840
917	20343	1817
918	20357	1794
919	20370	1771
920	20385	1748
921	20399	1725
922	20412	1702
923	20426	1680
924	20441	1657
925	20455	1634
926	20471	1612
927	20487	1589
928	20502	1566
929	20517	1544
930	20531	1521
931	20547	1499
932	20562	1476
933	20576	1454
934	20591	1431
935	20605	1408
936	20618	1386
937	20633	1363
938	20646	1341
939	20660	1318
940	20674	1296
941	20688	1273
942	20702	1251
943	20715	1228
944	20731	1206
945	20744	1184
946	20757	1161
947	20772	1139
948	20786	1117
949	20800	1094
950	20814	1072
951	20828	1050
952	20842	1027
953	20855	1005
954	20869	983
955	20883	961
956	20897	938
957	20911	916
958	20925	894
959	20938	872
960	20952	850
961	20966	828
962	20980	806
963	20994	784
964	21008	761
965	21022	739
966	21036	717
967	21050	695
968	21064	673
969	21078	651
970	21092	629
971	21106	608
972	21120	586
973	21133	564
974	21147	542
975	21160	520
976	21174	498
977	21188	476
978	21202	454
979	21216	432
980	21230	411
981	21245	389
982	21259	367
983	21272	345
984	21286	324
985	21299	302
986	21313	280
987	21328	259
988	21341	237
989	21355	215
990	21369	194
991	21383	172
992	21397	150
993	21411	129
994	21425	107
995	21439	86
996	21453	64
997	21466	43
998	21480	21
999	21495	0
