iter	MAPE
230	0.961729303
231	0.9615634652
232	0.9613975454
233	0.9612316255
234	0.9610659272
235	0.9609003806
236	0.9607344607
237	0.9605692509
238	0.9604035164
239	0.9602376311
240	0.9600720744
241	0.959906493
242	0.9597408247
243	0.9595754002
244	0.9594094803
245	0.9592436956
246	0.9590780344
247	0.9589122524
248	0.9587468137
249	0.9585808954
250	0.9584149938
251	0.958249074
252	0.958083527
253	0.9579176597
254	0.957752099
255	0.9575864401
256	0.9574205396
257	0.9572546197
258	0.9570887962
259	0.9569233255
260	0.9567577457
261	0.9565921439
262	0.9564262876
263	0.9562604437
264	0.9560948383
265	0.9559291387
266	0.9557636932
267	0.9555980732
268	0.9554321804
269	0.9552662214
270	0.9551006412
271	0.9549348606
272	0.9547690932
273	0.9546032451
274	0.9544379829
275	0.9542724806
276	0.9541076317
277	0.9539420056
278	0.9537764002
279	0.9536107066
280	0.9534454697
281	0.9532798957
282	0.9531143763
283	0.95294845
284	0.9527826937
285	0.9526171717
286	0.952451953
287	0.9522869075
288	0.9521208791
289	0.9519548951
290	0.9517889752
291	0.9516235133
292	0.9514575934
293	0.9512920512
294	0.9511260813
295	0.950960451
296	0.950794791
297	0.9506288683
298	0.9504632707
299	0.9502978612
300	0.9501320054
301	0.9499663509
302	0.9498009884
303	0.9496352512
304	0.9494696418
305	0.9493037433
306	0.9491379112
307	0.9489724809
308	0.9488067853
309	0.948640989
310	0.9484752283
311	0.9483093084
312	0.9481434498
313	0.94797761
314	0.947811682
315	0.9476459579
316	0.9474801853
317	0.9473143262
318	0.9471488923
319	0.9469829724
320	0.9468175511
321	0.9466520427
322	0.9464861415
323	0.9463201131
324	0.9461548053
325	0.9459891514
326	0.9458234215
327	0.9456575016
328	0.9454917964
329	0.9453258878
330	0.945160031
331	0.9449943506
332	0.9448284494
333	0.9446626527
334	0.9444968015
335	0.9443308567
336	0.9441658258
337	0.9440005332
338	0.943835084
339	0.9436691641
340	0.9435032442
341	0.9433373319
342	0.9431714333
343	0.9430059131
344	0.9428401567
345	0.9426743346
346	0.9425089888
347	0.9423432582
348	0.9421778713
349	0.9420124529
350	0.941846533
351	0.9416806646
352	0.9415148213
353	0.9413489039
354	0.9411829316
355	0.9410174021
356	0.9408519049
357	0.9406859775
358	0.9405200731
359	0.9403545426
360	0.9401889268
361	0.940023033
362	0.9398571343
363	0.9396912359
364	0.9395255945
365	0.9393596746
366	0.9391938251
367	0.9390280418
368	0.9388621282
369	0.938696466
370	0.9385305461
371	0.9383645858
372	0.9381986289
373	0.9380331144
374	0.9378670802
375	0.9377013055
376	0.9375354192
377	0.9373697623
378	0.9372041164
379	0.9370381543
380	0.9368724732
381	0.9367068308
382	0.9365412395
383	0.9363755336
384	0.9362099408
385	0.936044231
386	0.9358783288
387	0.9357126436
388	0.9355469438
389	0.9353811146
390	0.9352151524
391	0.9350492128
392	0.9348832964
393	0.9347173766
394	0.9345514742
395	0.9343855757
396	0.9342198169
397	0.9340538719
398	0.9338879495
399	0.9337219362
400	0.9335561952
401	0.9333903293
402	0.9332244747
403	0.9330589949
404	0.9328931704
405	0.9327275837
406	0.9325618881
407	0.9323961437
408	0.932230271
409	0.9320644303
410	0.9318985014
411	0.9317325981
412	0.9315667462
413	0.9314007994
414	0.9312350502
415	0.931069284
416	0.9309033497
417	0.9307375634
418	0.9305717106
419	0.9304059057
420	0.9302399549
421	0.930074035
422	0.9299081918
423	0.9297422936
424	0.9295764182
425	0.9294104984
426	0.9292444852
427	0.9290785229
428	0.9289125595
429	0.9287466396
430	0.9285808335
431	0.9284149889
432	0.9282491622
433	0.9280832567
434	0.9279172135
435	0.9277512164
436	0.9275854022
437	0.9274194491
438	0.9272536109
439	0.9270877784
440	0.9269218803
441	0.92675597
442	0.9265900324
443	0.9264241776
444	0.9262583122
445	0.926092278
446	0.9259263959
447	0.9257603385
448	0.9255943436
449	0.9254284274
450	0.9252624553
451	0.925096419
452	0.9249304008
453	0.9247644029
454	0.9245984188
455	0.9244324622
456	0.9242664142
457	0.9241003594
458	0.9239343409
459	0.9237682741
460	0.9236022186
461	0.9234361653
462	0.9232701039
463	0.9231040401
464	0.9229379584
465	0.9227719735
466	0.9226059753
467	0.9224399761
468	0.9222739459
469	0.9221079458
470	0.9219418772
471	0.9217757689
472	0.9216098026
473	0.9214436889
474	0.9212775999
475	0.9211115837
476	0.9209455674
477	0.9207795206
478	0.9206134508
479	0.9204473958
480	0.9202813349
481	0.92011529
482	0.9199491825
483	0.9197831868
484	0.9196171343
485	0.9194510645
486	0.9192849989
487	0.919118992
488	0.9189529234
489	0.9187868644
490	0.9186207612
491	0.9184546513
492	0.9182885558
493	0.9181224442
494	0.917956374
495	0.9177903673
496	0.9176243084
497	0.9174582221
498	0.9172921562
499	0.917126101
500	0.9169600327
501	0.9167939388
502	0.91662785
503	0.9164617883
504	0.9162956777
505	0.9161296165
506	0.9159635629
507	0.9157974431
508	0.9156313407
509	0.9154652215
510	0.9152991034
511	0.9151329937
512	0.9149668723
513	0.9148007624
514	0.9146346509
515	0.9144685401
516	0.9143024452
517	0.9141363284
518	0.9139702185
519	0.9138041096
520	0.9136379917
521	0.913471878
522	0.9133057686
523	0.9131396634
524	0.9129735447
525	0.9128074367
526	0.912641316
527	0.9124752044
528	0.9123090889
529	0.9121429697
530	0.911976872
531	0.9118107514
532	0.9116446352
533	0.9114785236
534	0.9113124145
535	0.9111462948
536	0.9109802132
537	0.9108141013
538	0.9106480053
539	0.9104818921
540	0.9103157708
541	0.9101496494
542	0.9099835372
543	0.9098174198
544	0.9096513193
545	0.9094851986
546	0.9093190789
547	0.9091529627
548	0.9089868413
549	0.9088207192
550	0.9086546054
551	0.9084884967
552	0.9083223759
553	0.9081562546
554	0.9079901332
555	0.9078240118
556	0.9076578903
557	0.9074917721
558	0.9073256535
559	0.9071595344
560	0.9069934251
561	0.9068273424
562	0.9066612211
563	0.9064950996
564	0.9063289822
565	0.906162864
566	0.9059967443
567	0.9058306229
568	0.9056645022
569	0.9054983849
570	0.9053322663
571	0.9051661488
572	0.9050000295
573	0.9048339112
574	0.9046677905
575	0.9045016684
576	0.90433555
577	0.9041694325
578	0.9040033143
579	0.9038371936
580	0.9036710722
581	0.9035049602
582	0.9033388388
583	0.9031727167
584	0.9030065946
585	0.902840474
586	0.9026743532
587	0.9025082325
588	0.902342111
589	0.9021759904
590	0.9020098697
591	0.9018437483
592	0.9016776262
593	0.9015115048
594	0.9013453862
595	0.9011792648
596	0.9010131434
597	0.900847022
598	0.9006809013
599	0.9005147799
600	0.9003486586
601	0.9001825371
602	0.900016419
603	0.8998502976
604	0.8996841763
605	0.8995180549
606	0.8993519335
607	0.8991858121
608	0.8990196908
609	0.89885357
610	0.8986874486
611	0.8985213272
612	0.8983552065
613	0.8981890851
614	0.8980229644
615	0.8978568423
616	0.8976907201
617	0.8975245987
618	0.8973584774
619	0.897192356
620	0.8970262339
621	0.8968601131
622	0.8966939924
623	0.896527871
624	0.8963617496
625	0.8961956282
626	0.8960295068
627	0.8958633855
628	0.895697264
629	0.8955311427
630	0.8953650221
631	0.8951989006
632	0.8950327792
633	0.8948666578
634	0.8947005364
635	0.894534415
636	0.8943682936
637	0.894202173
638	0.8940360516
639	0.8938699302
640	0.8937038081
641	0.8935376866
642	0.8933715652
643	0.8932054438
644	0.8930393224
645	0.8928732011
646	0.8927070796
647	0.8925409575
648	0.8923748361
649	0.8922087147
650	0.8920425926
651	0.8918764718
652	0.8917103504
653	0.8915442297
654	0.891378109
655	0.8912119876
656	0.8910458655
657	0.8908797441
658	0.8907136228
659	0.8905475014
660	0.89038138
661	0.8902152586
662	0.8900491372
663	0.8898830165
664	0.889716895
665	0.8895507737
666	0.8893846522
667	0.8892185309
668	0.8890524095
669	0.888886288
670	0.8887201666
671	0.8885540452
672	0.8883879238
673	0.8882218024
674	0.8880556809
675	0.8878895602
676	0.8877234388
677	0.8875573174
678	0.887391196
679	0.8872250746
680	0.8870589531
681	0.8868928318
682	0.8867267103
683	0.8865605889
684	0.8863944683
685	0.8862283469
686	0.8860622255
687	0.885896104
688	0.8857299833
689	0.8855638619
690	0.8853977404
691	0.885231619
692	0.8850654976
693	0.8848993762
694	0.8847332548
695	0.8845671334
696	0.884401012
697	0.8842348905
698	0.8840687698
699	0.8839026484
700	0.8837365278
701	0.8835704064
702	0.883404285
703	0.8832381635
704	0.8830720422
705	0.8829059208
706	0.8827397993
707	0.8825736779
708	0.8824075565
709	0.8822414358
710	0.8820753144
711	0.8819091936
712	0.8817430729
713	0.8815769515
714	0.8814108307
715	0.8812447093
716	0.8810785879
717	0.8809124665
718	0.880746345
719	0.8805802236
720	0.8804141022
721	0.8802479808
722	0.8800818594
723	0.8799157379
724	0.8797496165
725	0.8795834951
726	0.8794173737
727	0.8792512531
728	0.8790851317
729	0.8789190103
730	0.8787528888
731	0.8785867674
732	0.878420646
733	0.8782545246
734	0.8780884031
735	0.8779222817
736	0.8777561604
737	0.8775900389
738	0.8774239175
739	0.8772577961
740	0.8770916747
741	0.8769255532
742	0.8767594318
743	0.8765933104
744	0.876427189
745	0.8762610676
746	0.8760949469
747	0.8759288255
748	0.8757627041
749	0.8755965827
750	0.8754304612
751	0.8752643398
752	0.8750982184
753	0.874932097
754	0.8747659756
755	0.8745998541
756	0.8744337327
757	0.8742676114
758	0.8741014899
759	0.8739353686
760	0.8737692471
761	0.8736031257
762	0.8734370043
763	0.8732708829
764	0.8731047615
765	0.87293864
766	0.8727725186
767	0.8726063972
768	0.8724402758
769	0.8722741543
770	0.872108033
771	0.8719419116
772	0.8717757902
773	0.8716096688
774	0.8714435474
775	0.8712774259
776	0.8711113053
777	0.8709451846
778	0.8707790631
779	0.8706129417
780	0.8704468203
781	0.8702806989
782	0.8701145775
783	0.8699484561
784	0.8697823347
785	0.8696162132
786	0.8694500918
787	0.8692839704
788	0.869117849
789	0.8689517276
790	0.8687856061
791	0.8686194847
792	0.8684533633
793	0.8682872419
794	0.8681211204
795	0.867954999
796	0.8677888777
797	0.8676227562
798	0.8674566348
799	0.8672905134
800	0.867124392
801	0.8669582706
802	0.8667921491
803	0.8666260277
804	0.8664599063
805	0.8662937849
806	0.8661276635
807	0.8659615421
808	0.8657954207
809	0.8656292992
810	0.8654631778
811	0.8652970565
812	0.865130935
813	0.8649648136
814	0.8647986922
815	0.8646325716
816	0.8644664501
817	0.8643003287
818	0.8641342073
819	0.8639680859
820	0.8638019646
821	0.8636358438
822	0.8634697225
823	0.8633036011
824	0.8631374797
825	0.8629713583
826	0.8628052369
827	0.8626391155
828	0.8624729948
829	0.8623068734
830	0.8621407519
831	0.8619746305
832	0.8618085091
833	0.8616423883
834	0.8614762669
835	0.8613101462
836	0.8611440248
837	0.860977904
838	0.8608117826
839	0.8606456612
840	0.8604795399
841	0.8603134184
842	0.860147297
843	0.8599811756
844	0.8598150542
845	0.8596489328
846	0.8594828113
847	0.85931669
848	0.8591505685
849	0.8589844471
850	0.8588183258
851	0.8586522043
852	0.8584860829
853	0.8583199615
854	0.8581538401
855	0.8579877193
856	0.8578215979
857	0.8576554765
858	0.8574893551
859	0.8573232336
860	0.8571571122
861	0.8569909908
862	0.8568248694
863	0.856658748
864	0.8564926266
865	0.8563265052
866	0.8561603838
867	0.8559942624
868	0.855828141
869	0.8556620195
870	0.8554958981
871	0.8553297767
872	0.8551636553
873	0.8549975339
874	0.8548314125
875	0.8546652911
876	0.8544991697
877	0.8543330483
878	0.8541669269
879	0.8540008055
880	0.8538346841
881	0.8536685627
882	0.8535024412
883	0.8533363198
884	0.8531701992
885	0.8530040778
886	0.8528379563
887	0.8526718349
888	0.8525057135
889	0.8523395921
890	0.8521734714
891	0.85200735
892	0.8518412294
893	0.851675108
894	0.8515089866
895	0.8513428651
896	0.8511767437
897	0.8510106223
898	0.8508445009
899	0.8506783794
900	0.850512258
901	0.8503461366
902	0.8501800152
903	0.8500138938
904	0.8498477724
905	0.849681651
906	0.8495155295
907	0.8493494082
908	0.8491832868
909	0.8490171653
910	0.8488510439
911	0.8486849225
912	0.8485188011
913	0.8483526797
914	0.8481865583
915	0.8480204369
916	0.8478543154
917	0.847688194
918	0.8475220726
919	0.8473559512
920	0.8471898298
921	0.8470237084
922	0.846857587
923	0.8466914656
924	0.8465253441
925	0.8463592227
926	0.8461931013
927	0.8460269799
928	0.8458608584
929	0.8456947377
930	0.845528617
931	0.8453624955
932	0.8451963741
933	0.8450302527
934	0.8448641313
935	0.84469801
936	0.8445318885
937	0.8443657671
938	0.8441996457
939	0.8440335243
940	0.8438674029
941	0.8437012814
942	0.84353516
943	0.8433690386
944	0.8432029172
945	0.8430367957
946	0.8428706743
947	0.842704553
948	0.8425384315
949	0.8423723101
950	0.8422061887
951	0.8420400673
952	0.8418739459
953	0.8417078245
954	0.8415417031
955	0.8413755817
956	0.8412094603
957	0.8410433389
958	0.8408772175
959	0.8407110961
960	0.8405449746
961	0.840378854
962	0.8402127326
963	0.8400466112
964	0.8398804905
965	0.8397143692
966	0.8395482478
967	0.8393821264
968	0.839216005
969	0.8390498836
970	0.8388837622
971	0.8387176414
972	0.83855152
973	0.8383853993
974	0.8382192779
975	0.8380531565
976	0.8378870351
977	0.8377209143
978	0.8375547929
979	0.8373886715
980	0.8372225501
981	0.8370564286
982	0.8368903072
983	0.8367241858
984	0.8365580644
985	0.836391943
986	0.8362258216
987	0.8360597002
988	0.8358935787
989	0.8357274573
990	0.8355613359
991	0.8353952145
992	0.8352290931
993	0.8350629717
994	0.8348968503
995	0.8347307289
996	0.8345646074
997	0.8343984861
998	0.8342323646
999	0.8340662432
