iter	Logloss
450	0.2231971416
451	0.2231644782
452	0.2231059347
453	0.223064895
454	0.2230473853
455	0.2230016875
456	0.2229604591
457	0.2228984011
458	0.222832233
459	0.2227934435
460	0.2227601154
461	0.2226986537
462	0.2226717755
463	0.2226301039
464	0.2225833584
465	0.2225098521
466	0.2224907366
467	0.2224565058
468	0.2224335895
469	0.2223620927
470	0.2223498807
471	0.2222955931
472	0.2222802812
473	0.2222288973
474	0.2221623391
475	0.2220792083
476	0.2220345709
477	0.2219439387
478	0.2219033221
479	0.2218702503
480	0.2217880435
481	0.2217129848
482	0.2216735443
483	0.2216389474
484	0.2216190143
485	0.2215816593
486	0.2215653392
487	0.2215253912
488	0.22147466
489	0.2214474018
490	0.2214004293
491	0.2213659832
492	0.2213434933
493	0.2213328471
494	0.2212957711
495	0.221237522
496	0.2212184684
497	0.2211961137
498	0.2211248001
499	0.2210755832
500	0.2210332444
501	0.2209955992
502	0.2209327706
503	0.2208794597
504	0.2208552321
505	0.2208023006
506	0.2207502801
507	0.2206631395
508	0.2206219898
509	0.2205832015
510	0.220527664
511	0.2204766461
512	0.220425779
513	0.220384179
514	0.2203211284
515	0.2202875397
516	0.2202458127
517	0.2202134303
518	0.2201300002
519	0.2200866806
520	0.2200231076
521	0.2199534267
522	0.2198963132
523	0.2198435871
524	0.2198155189
525	0.2197958515
526	0.2197639019
527	0.2196747712
528	0.219615377
529	0.2195684162
530	0.2195337963
531	0.2194928415
532	0.2194413635
533	0.2193991482
534	0.2193601246
535	0.2193260359
536	0.2192774982
537	0.2192546377
538	0.2192354401
539	0.2191813241
540	0.2191250485
541	0.2190813577
542	0.2190375859
543	0.2190005279
544	0.2189031087
545	0.2188487595
546	0.218796937
547	0.2187644292
548	0.2187461716
549	0.218706546
550	0.2186678678
551	0.2185730169
552	0.2185480653
553	0.2185128558
554	0.218476654
555	0.218457649
556	0.2184046949
557	0.2183885541
558	0.2183491511
559	0.2183080886
560	0.2182656107
561	0.2182549853
562	0.2182122723
563	0.2181632307
564	0.2181182392
565	0.2180817644
566	0.2180217319
567	0.2179915732
568	0.2179644415
569	0.2179332726
570	0.2179025603
571	0.2178626928
572	0.2178145591
573	0.2177657529
574	0.2177315448
575	0.2177081689
576	0.2176785627
577	0.2176107195
578	0.2175752268
579	0.2175460274
580	0.2175124725
581	0.2174665658
582	0.2174214204
583	0.2173901519
584	0.2173779086
585	0.2173197513
586	0.2172602065
587	0.2172250405
588	0.2171747961
589	0.217135902
590	0.2170946824
591	0.2170518219
592	0.2170090953
593	0.216980024
594	0.21693047
595	0.2168950365
596	0.2168571556
597	0.2167971594
598	0.2167747097
599	0.2167328982
600	0.21669277
601	0.2166581522
602	0.2166033464
603	0.2165219011
604	0.2164950219
605	0.2164615853
606	0.2164199623
607	0.2163900235
608	0.2163235597
609	0.2162771459
610	0.2162209477
611	0.2162017099
612	0.2161652712
613	0.216103478
614	0.21607306
615	0.216009597
616	0.2159683527
617	0.21593395
618	0.2159008672
619	0.2158712136
620	0.2158185024
621	0.2157783293
622	0.2157434866
623	0.2157095325
624	0.2156564998
625	0.215576648
626	0.215538722
627	0.2155042454
628	0.2154447473
629	0.2154258968
630	0.2153699753
631	0.2153547994
632	0.215324085
633	0.2152763058
634	0.215231171
635	0.215188845
636	0.2151401596
637	0.2151006871
638	0.2150585112
639	0.2149896086
640	0.2149256908
641	0.2148764947
642	0.2148283896
643	0.2147865552
644	0.2147459719
645	0.214720359
646	0.2147045521
647	0.2146910295
648	0.2146382951
649	0.2146062026
650	0.2145882086
651	0.2145496034
652	0.2144894214
653	0.2144645043
654	0.2144399715
655	0.214404867
656	0.2143416224
657	0.214299349
658	0.2142542023
659	0.2142096714
660	0.2141883006
661	0.2141206813
662	0.214114144
663	0.2140876479
664	0.2140210323
665	0.2139771669
666	0.2139237532
667	0.2138760126
668	0.2138123594
669	0.2138049186
670	0.2137849606
671	0.2137452229
672	0.2137200754
673	0.2136931368
674	0.2136275687
675	0.2135880456
676	0.213520269
677	0.2134628861
678	0.2134316534
679	0.2133830242
680	0.2133579769
681	0.2133286578
682	0.2132933302
683	0.2132611475
684	0.2132216192
685	0.2131886209
686	0.2131508886
687	0.2131108882
688	0.213090415
689	0.2130353074
690	0.2129918709
691	0.2129514896
692	0.2129227091
693	0.2128700509
694	0.212824253
695	0.212793894
696	0.2127555041
697	0.2127148605
698	0.2126785029
699	0.212660252
700	0.2126442556
701	0.2126296822
702	0.212603096
703	0.2125598618
704	0.2125428854
705	0.2125033441
706	0.2124726864
707	0.2124460185
708	0.2124403607
709	0.2123825739
710	0.2123044395
711	0.2122032885
712	0.2121541842
713	0.2120870374
714	0.2120507378
715	0.2120450683
716	0.2120209606
717	0.2119812737
718	0.2119483686
719	0.2119055893
720	0.2118568809
721	0.2118258427
722	0.2118108565
723	0.2117414871
724	0.2117037734
725	0.2116627781
726	0.2116522986
727	0.2116485372
728	0.211607252
729	0.2115778242
730	0.2115391628
731	0.2115099394
732	0.2114913142
733	0.2114268723
734	0.2114122216
735	0.2113773092
736	0.2113487186
737	0.2113342713
738	0.211276469
739	0.2112511884
740	0.211211878
741	0.2111763608
742	0.211146941
743	0.2111361305
744	0.2111111478
745	0.2110790889
746	0.2110767423
747	0.2110442798
748	0.2110253552
749	0.2109966334
750	0.2109731453
751	0.2109352809
752	0.2109049529
753	0.2109035769
754	0.2108734052
755	0.2108202128
756	0.2107740936
757	0.2107375273
758	0.210695549
759	0.2106673822
760	0.2106397125
761	0.2105850134
762	0.2105559198
763	0.2105143759
764	0.21049098
765	0.2104722623
766	0.2104391752
767	0.2103935931
768	0.2103670672
769	0.2103027948
770	0.2102874701
771	0.2102743573
772	0.2102303649
773	0.2102070891
774	0.2101747201
775	0.2101497954
776	0.2101068683
777	0.2101063067
778	0.2100662709
779	0.210048407
780	0.2099771506
781	0.2099745299
782	0.209942875
783	0.2098930297
784	0.2098572327
785	0.2098271209
786	0.209799167
787	0.2097616037
788	0.2097254062
789	0.2096913953
790	0.2096443579
791	0.2096312865
792	0.2095949263
793	0.209550886
794	0.2095086367
795	0.2094668196
796	0.209450522
797	0.2094101265
798	0.2093716374
799	0.2093627262
800	0.2093199028
801	0.2093173675
802	0.2092763788
803	0.2092085981
804	0.2091694029
805	0.2091288724
806	0.209101594
807	0.209045387
808	0.2090149458
809	0.209000974
810	0.2089600393
811	0.2089191881
812	0.2088863726
813	0.2088683953
814	0.2088327048
815	0.2087901965
816	0.2087561807
817	0.2087364789
818	0.2087168326
819	0.2087040078
820	0.2086946032
821	0.2086552222
822	0.2086178346
823	0.2085744874
824	0.2085499416
825	0.2085175085
826	0.2085030199
827	0.2084907211
828	0.2084191486
829	0.2083788832
830	0.2083509586
831	0.2083069322
832	0.208271269
833	0.2082483975
834	0.2081918104
835	0.2081887839
836	0.2081414406
837	0.208118424
838	0.2080718169
839	0.2080605482
840	0.2080274138
841	0.2080272173
842	0.2079906804
843	0.2079368798
844	0.2078705238
845	0.2078225356
846	0.2077877289
847	0.2077529764
848	0.2077077914
849	0.2076783044
850	0.2076462464
851	0.2076171065
852	0.2075882161
853	0.2075604902
854	0.2075003967
855	0.2074743111
856	0.2074107485
857	0.2073734641
858	0.2073458718
859	0.2073347154
860	0.2073069323
861	0.2072435016
862	0.207201946
863	0.2071619031
864	0.2071080812
865	0.2070949552
866	0.2070868385
867	0.2070368722
868	0.2069769826
869	0.2069639204
870	0.2069633772
871	0.2069540408
872	0.2069175947
873	0.2069101601
874	0.2068785423
875	0.206859917
876	0.2068143496
877	0.2067927866
878	0.2067494713
879	0.2067444083
880	0.2066877872
881	0.2066738333
882	0.2066268782
883	0.2065954498
884	0.2065587605
885	0.2065334959
886	0.2065176755
887	0.2064771574
888	0.2064452755
889	0.2064045542
890	0.2063971188
891	0.206396894
892	0.2063900683
893	0.2063628165
894	0.2062893221
895	0.2062782901
896	0.2062537775
897	0.2062103005
898	0.2061672488
899	0.2061414512
900	0.2060999596
901	0.2060852225
902	0.2060434349
903	0.2060408433
904	0.2059895716
905	0.2059753468
906	0.2059486446
907	0.205898378
908	0.2058492428
909	0.2058212942
910	0.2058047312
911	0.2057621635
912	0.2057527639
913	0.2057327673
914	0.2057119719
915	0.2056903831
916	0.2056619548
917	0.2056395624
918	0.2056228996
919	0.2056165678
920	0.205612705
921	0.2055972629
922	0.2055536221
923	0.2055182462
924	0.2054726006
925	0.2054313758
926	0.2054083475
927	0.2053840981
928	0.2053797874
929	0.2053314215
930	0.2053128513
931	0.2052948319
932	0.2052402082
933	0.2051922083
934	0.2051732332
935	0.2051584677
936	0.2051222589
937	0.2050957834
938	0.2050494727
939	0.2050220634
940	0.2049373021
941	0.2049363741
942	0.2049357067
943	0.2048905828
944	0.2048652994
945	0.2048285697
946	0.2048016264
947	0.2047557395
948	0.2047524669
949	0.2047244209
950	0.204702962
951	0.2046759444
952	0.2046303814
953	0.2045832271
954	0.204561546
955	0.204526202
956	0.2044958257
957	0.2044223102
958	0.2043731911
959	0.2043322193
960	0.2042831162
961	0.2042608656
962	0.2042291888
963	0.204196734
964	0.2041595181
965	0.2041539002
966	0.2041216119
967	0.2040904393
968	0.2040795776
969	0.2040676645
970	0.2040608621
971	0.2040557459
972	0.2040070957
973	0.2039634481
974	0.2039348742
975	0.2039120643
976	0.2038833132
977	0.203871306
978	0.2038423859
979	0.2038193156
980	0.2037700957
981	0.2037220983
982	0.2037219536
983	0.2036993629
984	0.2036873101
985	0.2036752955
986	0.2036721467
987	0.2036216561
988	0.2035626643
989	0.2035434035
990	0.2035188921
991	0.2034726624
992	0.2034624048
993	0.2034478962
994	0.2034467095
995	0.2034153109
996	0.2033978225
997	0.2033901186
998	0.2033653324
999	0.2033332241
