iter	Passed	Remaining
521	66721	61097
522	66847	60967
523	66972	60837
524	67098	60708
525	67221	60575
526	67343	60442
527	67468	60312
528	67589	60178
529	67709	60044
530	67828	59908
531	67948	59774
532	68072	59643
533	68201	59516
534	68319	59380
535	68444	59250
536	68572	59122
537	68700	58995
538	68816	58857
539	68933	58721
540	69061	58593
541	69185	58462
542	69308	58331
543	69431	58199
544	69556	58070
545	69680	57939
546	69804	57808
547	69925	57675
548	70048	57544
549	70172	57413
550	70289	57277
551	70410	57145
552	70529	57010
553	70657	56883
554	70783	56754
555	70905	56622
556	71020	56484
557	71142	56353
558	71269	56225
559	71394	56096
560	71518	55965
561	71639	55833
562	71767	55705
563	71887	55572
564	72007	55439
565	72130	55308
566	72263	55185
567	72388	55056
568	72517	54930
569	72639	54798
570	72762	54667
571	72883	54534
572	73011	54408
573	73140	54281
574	73260	54148
575	73381	54017
576	73505	53887
577	73632	53759
578	73757	53630
579	73883	53501
580	74000	53367
581	74138	53247
582	74266	53120
583	74394	52993
584	74533	52874
585	74662	52747
586	74788	52619
587	74904	52484
588	75029	52355
589	75157	52228
590	75280	52097
591	75403	51967
592	75524	51835
593	75655	51710
594	75779	51580
595	75900	51449
596	76023	51318
597	76148	51190
598	76270	51059
599	76396	50930
600	76521	50802
601	76641	50670
602	76773	50545
603	76900	50418
604	77024	50288
605	77153	50162
606	77287	50039
607	77405	49906
608	77530	49777
609	77654	49648
610	77777	49517
611	77899	49387
612	78023	49257
613	78145	49127
614	78268	48997
615	78389	48866
616	78507	48733
617	78627	48601
618	78755	48474
619	78876	48343
620	79005	48217
621	79129	48088
622	79247	47955
623	79363	47821
624	79489	47693
625	79614	47564
626	79739	47436
627	79854	47302
628	79969	47168
629	80098	47042
630	80222	46912
631	80344	46782
632	80463	46651
633	80590	46524
634	80718	46397
635	80840	46267
636	80961	46136
637	81082	46006
638	81211	45879
639	81331	45748
640	81458	45622
641	81593	45499
642	81731	45378
643	81858	45250
644	81980	45120
645	82106	44993
646	82230	44864
647	82359	44738
648	82483	44609
649	82605	44480
650	82731	44352
651	82859	44225
652	82981	44095
653	83109	43969
654	83231	43839
655	83357	43712
656	83478	43581
657	83592	43447
658	83724	43323
659	83841	43191
660	83964	43062
661	84085	42931
662	84207	42802
663	84327	42671
664	84446	42540
665	84572	42413
666	84692	42282
667	84812	42152
668	84927	42019
669	85056	41893
670	85178	41764
671	85302	41635
672	85423	41506
673	85540	41374
674	85667	41247
675	85789	41117
676	85912	40989
677	86035	40860
678	86158	40732
679	86278	40601
680	86406	40475
681	86571	40365
682	86692	40236
683	86815	40107
684	86940	39979
685	87078	39858
686	87209	39732
687	87327	39602
688	87455	39475
689	87581	39348
690	87706	39220
691	87826	39090
692	87950	38962
693	88073	38833
694	88190	38702
695	88310	38572
696	88429	38442
697	88542	38309
698	88663	38179
699	88784	38050
700	88912	37924
701	89040	37797
702	89161	37668
703	89283	37539
704	89405	37410
705	89525	37281
706	89648	37152
707	89770	37023
708	89894	36895
709	90018	36768
710	90145	36641
711	90275	36516
712	90393	36385
713	90519	36258
714	90637	36128
715	90758	35999
716	90880	35870
717	90998	35740
718	91128	35614
719	91256	35488
720	91384	35362
721	91515	35237
722	91643	35110
723	91771	34984
724	91895	34856
725	92012	34726
726	92137	34599
727	92254	34468
728	92388	34344
729	92513	34217
730	92640	34090
731	92756	33959
732	92880	33832
733	93003	33704
734	93134	33579
735	93250	33448
736	93374	33321
737	93493	33191
738	93607	33060
739	93732	32933
740	93857	32805
741	93978	32677
742	94101	32549
743	94224	32421
744	94352	32295
745	94488	32171
746	94611	32043
747	94737	31916
748	94864	31790
749	94987	31662
750	95119	31537
751	95248	31411
752	95367	31282
753	95523	31165
754	95652	31039
755	95768	30909
756	95894	30782
757	96010	30652
758	96137	30525
759	96262	30398
760	96387	30271
761	96512	30144
762	96641	30018
763	96779	29895
764	96909	29769
765	97032	29641
766	97151	29512
767	97282	29387
768	97399	29257
769	97521	29129
770	97646	29002
771	97763	28873
772	97882	28744
773	98006	28616
774	98135	28490
775	98261	28364
776	98380	28235
777	98504	28107
778	98622	27978
779	98745	27851
780	98869	27723
781	98983	27593
782	99108	27466
783	99234	27340
784	99356	27212
785	99482	27085
786	99603	26957
787	99730	26831
788	99855	26703
789	99995	26581
790	100136	26458
791	100300	26341
792	100428	26215
793	100554	26088
794	100680	25961
795	100805	25834
796	100926	25706
797	101054	25580
798	101178	25452
799	101299	25324
800	101419	25196
801	101534	25067
802	101675	24944
803	101797	24816
804	101917	24688
805	102043	24561
806	102166	24433
807	102286	24305
808	102409	24178
809	102526	24049
810	102653	23922
811	102773	23794
812	102908	23670
813	103029	23542
814	103152	23415
815	103270	23286
816	103396	23159
817	103520	23032
818	103646	22906
819	103760	22776
820	103884	22649
821	104003	22521
822	104128	22394
823	104252	22267
824	104375	22140
825	104504	22014
826	104632	21888
827	104756	21761
828	104878	21633
829	105000	21506
830	105123	21378
831	105247	21251
832	105375	21125
833	105490	20996
834	105612	20869
835	105738	20742
836	105860	20615
837	105976	20487
838	106100	20360
839	106224	20233
840	106338	20104
841	106462	19977
842	106579	19849
843	106705	19722
844	106831	19596
845	106960	19470
846	107081	19342
847	107204	19215
848	107326	19088
849	107450	18961
850	107565	18833
851	107689	18706
852	107804	18578
853	107930	18451
854	108056	18325
855	108178	18198
856	108296	18070
857	108419	17943
858	108544	17817
859	108673	17690
860	108789	17562
861	108912	17436
862	109041	17310
863	109165	17183
864	109291	17056
865	109414	16930
866	109538	16803
867	109663	16676
868	109785	16549
869	109910	16423
870	110036	16296
871	110152	16169
872	110281	16043
873	110396	15915
874	110519	15788
875	110646	15662
876	110768	15535
877	110889	15408
878	111013	15281
879	111140	15155
880	111264	15028
881	111388	14902
882	111513	14775
883	111644	14650
884	111765	14523
885	111888	14396
886	112010	14269
887	112128	14142
888	112251	14015
889	112376	13889
890	112497	13762
891	112625	13636
892	112746	13509
893	112872	13383
894	112989	13255
895	113111	13129
896	113230	13001
897	113347	12874
898	113471	12748
899	113599	12622
900	113733	12496
901	113860	12370
902	113985	12244
903	114108	12117
904	114230	11991
905	114353	11864
906	114479	11738
907	114596	11611
908	114717	11484
909	114839	11357
910	114961	11231
911	115085	11104
912	115198	10977
913	115319	10850
914	115447	10724
915	115568	10597
916	115689	10471
917	115801	10343
918	115918	10216
919	116046	10090
920	116167	9964
921	116288	9837
922	116410	9711
923	116524	9584
924	116651	9458
925	116776	9332
926	116899	9205
927	117021	9079
928	117143	8952
929	117265	8826
930	117382	8699
931	117505	8573
932	117628	8447
933	117756	8321
934	117875	8194
935	117996	8068
936	118112	7941
937	118237	7815
938	118357	7688
939	118486	7562
940	118604	7436
941	118735	7310
942	118863	7184
943	118981	7058
944	119098	6931
945	119225	6805
946	119346	6679
947	119464	6552
948	119591	6426
949	119712	6300
950	119836	6174
951	119960	6048
952	120076	5921
953	120199	5795
954	120321	5669
955	120447	5543
956	120572	5417
957	120694	5291
958	120820	5165
959	120939	5039
960	121064	4913
961	121181	4786
962	121310	4660
963	121428	4534
964	121546	4408
965	121666	4282
966	121788	4156
967	121912	4030
968	122039	3904
969	122160	3778
970	122290	3652
971	122414	3526
972	122533	3400
973	122654	3274
974	122776	3148
975	122904	3022
976	123036	2896
977	123159	2770
978	123281	2644
979	123401	2518
980	123517	2392
981	123644	2266
982	123766	2140
983	123882	2014
984	124006	1888
985	124135	1762
986	124255	1636
987	124376	1510
988	124505	1384
989	124633	1258
990	124760	1133
991	124884	1007
992	125006	881
993	125143	755
994	125265	629
995	125389	503
996	125526	377
997	125639	251
998	125760	125
999	125883	0
